-0	1
-0.01	1
-0.02	0.999998
-0.03	0.999994
-0.04	0.999986
-0.05	0.999972
-0.06	0.999952
-0.07	0.999924
-0.08	0.999887
-0.09	0.999839
-0.1	0.99978
-0.11	0.999707
-0.12	0.999619
-0.13	0.999516
-0.14	0.999396
-0.15	0.999257
-0.16	0.999098
-0.17	0.998919
-0.18	0.998717
-0.19	0.998491
-0.2	0.998241
-0.21	0.997964
-0.22	0.99766
-0.23	0.997327
-0.24	0.996965
-0.25	0.996571
-0.26	0.996145
-0.27	0.995686
-0.28	0.995192
-0.29	0.994662
-0.3	0.994095
-0.31	0.99349
-0.32	0.992847
-0.33	0.992163
-0.34	0.991438
-0.35	0.990671
-0.36	0.989861
-0.37	0.989008
-0.38	0.98811
-0.39	0.987167
-0.4	0.986177
-0.41	0.985141
-0.42	0.984057
-0.43	0.982926
-0.44	0.981746
-0.45	0.980517
-0.46	0.979239
-0.47	0.977912
-0.48	0.976534
-0.49	0.975107
-0.5	0.97363
-0.51	0.972103
-0.52	0.970526
-0.53	0.968899
-0.54	0.967223
-0.55	0.965497
-0.56	0.963723
-0.57	0.9619
-0.58	0.96003
-0.59	0.958113
-0.6	0.956149
-0.61	0.95414
-0.62	0.952086
-0.63	0.949989
-0.64	0.947848
-0.65	0.945667
-0.66	0.943445
-0.67	0.941184
-0.68	0.938885
-0.69	0.936549
-0.7	0.934179
-0.71	0.931775
-0.72	0.929339
-0.73	0.926873
-0.74	0.924378
-0.75	0.921855
-0.76	0.919307
-0.77	0.916736
-0.78	0.914142
-0.79	0.911527
-0.8	0.908894
-0.81	0.906243
-0.82	0.903578
-0.83	0.900899
-0.84	0.898207
-0.85	0.895506
-0.86	0.892796
-0.87	0.890079
-0.88	0.887357
-0.89	0.884631
-0.9	0.881903
-0.91	0.879174
-0.92	0.876446
-0.93	0.87372
-0.94	0.870998
-0.95	0.868281
-0.96	0.86557
-0.97	0.862866
-0.98	0.860172
-0.99	0.857487
-1	0.854813
-1.01	0.852151
-1.02	0.849502
-1.03	0.846867
-1.04	0.844247
-1.05	0.841643
-1.06	0.839055
-1.07	0.836484
-1.08	0.833931
-1.09	0.831397
-1.1	0.828882
-1.11	0.826386
-1.12	0.823911
-1.13	0.821457
-1.14	0.819023
-1.15	0.816611
-1.16	0.814221
-1.17	0.811853
-1.18	0.809508
-1.19	0.807185
-1.2	0.804885
-1.21	0.802608
-1.22	0.800354
-1.23	0.798124
-1.24	0.795917
-1.25	0.793733
-1.26	0.791573
-1.27	0.789437
-1.28	0.787324
-1.29	0.785234
-1.3	0.783168
-1.31	0.781126
-1.32	0.779106
-1.33	0.77711
-1.34	0.775137
-1.35	0.773187
-1.36	0.77126
-1.37	0.769355
-1.38	0.767473
-1.39	0.765614
-1.4	0.763776
-1.41	0.761961
-1.42	0.760167
-1.43	0.758396
-1.44	0.756645
-1.45	0.754916
-1.46	0.753208
-1.47	0.75152
-1.48	0.749853
-1.49	0.748207
-1.5	0.746581
-1.51	0.744974
-1.52	0.743387
-1.53	0.74182
-1.54	0.740271
-1.55	0.738742
-1.56	0.737232
-1.57	0.735739
-1.58	0.734265
-1.59	0.73281
-1.6	0.731371
-1.61	0.729951
-1.62	0.728547
-1.63	0.727161
-1.64	0.725792
-1.65	0.724439
-1.66	0.723102
-1.67	0.721782
-1.68	0.720477
-1.69	0.719188
-1.7	0.717915
-1.71	0.716657
-1.72	0.715414
-1.73	0.714185
-1.74	0.712972
-1.75	0.711772
-1.76	0.710587
-1.77	0.709416
-1.78	0.708259
-1.79	0.707115
-1.8	0.705984
-1.81	0.704867
-1.82	0.703763
-1.83	0.702671
-1.84	0.701592
-1.85	0.700525
-1.86	0.699471
-1.87	0.698429
-1.88	0.697398
-1.89	0.69638
-1.9	0.695372
-1.91	0.694377
-1.92	0.693392
-1.93	0.692418
-1.94	0.691456
-1.95	0.690503
-1.96	0.689562
-1.97	0.688631
-1.98	0.68771
-1.99	0.686799
-2	0.685898
-2.01	0.685007
-2.02	0.684126
-2.03	0.683254
-2.04	0.682391
-2.05	0.681538
-2.06	0.680694
-2.07	0.679858
-2.08	0.679032
-2.09	0.678214
-2.1	0.677405
-2.11	0.676605
-2.12	0.675812
-2.13	0.675028
-2.14	0.674252
-2.15	0.673485
-2.16	0.672724
-2.17	0.671972
-2.18	0.671228
-2.19	0.67049
-2.2	0.669761
-2.21	0.669039
-2.22	0.668323
-2.23	0.667616
-2.24	0.666915
-2.25	0.666221
-2.26	0.665534
-2.27	0.664853
-2.28	0.66418
-2.29	0.663512
-2.3	0.662852
-2.31	0.662198
-2.32	0.66155
-2.33	0.660908
-2.34	0.660272
-2.35	0.659643
-2.36	0.659019
-2.37	0.658401
-2.38	0.65779
-2.39	0.657183
-2.4	0.656583
-2.41	0.655988
-2.42	0.655399
-2.43	0.654815
-2.44	0.654236
-2.45	0.653663
-2.46	0.653095
-2.47	0.652532
-2.48	0.651974
-2.49	0.651421
-2.5	0.650873
-2.51	0.65033
-2.52	0.649792
-2.53	0.649259
-2.54	0.64873
-2.55	0.648206
