0	-0.30102999566398119802
1	-0.60604931913615744943
2	-0.90000392269506424014
3	-1.19094559156654078436
4	-1.48108775781207113731
5	-1.77101905410970639210
6	-2.06089481887412029337
7	-2.35075596556905663803
8	-2.64061326462305201446
9	-2.93046955096265770990
10	-3.22032557075372816158
