0	-0.6020599913279624
1	-0.9030899869919435
2	-1.204119982655925
3	-1.505149978319906
4	-1.806179973983887
5	-2.107209969647868
6	-2.40823996531185
7	-2.709269960975831
8	-3.010299956639812
9	-3.311329952303793
10	-3.612359947967774
11	-3.913389943631755
12	-4.214419939295737
13	-4.515449934959718
14	-4.816479930623699
15	-5.11750992628768
16	-5.418539921951662
17	-5.719569917615643
18	-6.020599913279624
19	-6.321629908943605
20	-6.622659904607587
21	-6.923689900271568
22	-7.224719895935548
23	-7.52574989159953
24	-7.826779887263511
25	-8.127809882927492
26	-8.428839878591473
27	-8.729869874255455
